Gene symbol	Mutant.309.R1.drna.DVBt.DVB.S7.R1.001	Mutant.309.R2.drna.DVBt.DVB.S8.R1.001	Mutant.309.R3.drna.DVBt.DVB.S9.R1.001	WT.39.R1.drna.DVBt.DVB.S13.R1.001	WT.39.R2.drna.DVBt.DVB.S14.R1.001	WT.39.R3.drna.DVBt.DVB.S15.R1.001
AGA	1322	1184	1275	350	275	146
AC078881.1	64	56	36	61	44	60
AC078881.2	0	0	0	0	0	0
RNA5SP172	0	0	0	0	0	0
AC103879.1	1	1	1	1	0	0
LINC01098	1	0	2	2	2	2
LINC01099	0	0	0	2	0	0
RNU1-45P	0	0	0	0	0	0
AC095041.1	2	4	3	5	4	3
RNA5SP173	0	0	0	0	0	0
RF00571	0	0	0	0	0	0
AC018710.1	0	0	0	0	0	0
AC020551.1	0	0	0	0	0	0
AC021193.1	0	0	0	0	0	0
NDUFB5P1	1	0	0	1	0	1
AC104803.1	0	0	0	0	0	0
LINC00290	0	1	0	3	3	0
AC019235.1	0	0	0	0	0	1
LINC02500	0	0	0	0	2	0
AC093840.1	1	6	5	19	17	11
TEMN3-AS1	0	0	0	0	1	1
RN7SKP13	0	0	0	0	0	0
TENM3-AS1	212	241	286	113	139	41
CCNHP1	0	0	0	0	0	0
TENM3	7755	8077	8127	3579	4190	1992
AC108142.1	0	1	0	0	0	0
MIR1305	0	0	0	0	0	0
RNU2-34P	0	0	0	0	0	0
RN7SKP67	0	0	0	0	0	0
AC079226.2	0	0	0	1	0	0
AC079226.1	1	0	0	1	1	0
AC079766.1	0	2	2	1	7	1
DCTD	1880	2027	2090	1076	1170	1129
AC019193.1	0	0	0	0	0	0
FAM92A1P2	0	1	2	1	2	3
AC019193.3	0	0	0	0	0	0
AC019193.2	4	1	1	0	0	2
WWC2-AS2	5	3	7	4	1	0
WWC2	2122	1676	1756	405	317	188
WWC2-AS1	1	0	0	0	0	0
CLDN22	0	0	0	0	0	0
CLDN24	0	3	1	1	0	1
AC093844.1	0	0	0	3	3	0
AC112698.1	0	0	0	0	0	0
CDKN2AIP	890	1094	971	637	795	713
VTI1BP2	16	18	18	22	31	18
AC107214.1	5	3	3	4	2	5
ING2	493	486	505	420	442	429
AC107214.2	11	23	21	53	83	47
RWDD4	1152	1353	1272	962	1221	1134
RNU6-479P	0	0	2	0	3	0
TRAPPC11	1942	1985	2123	1762	1963	2166
RNU6-335P	0	0	0	0	0	0
RNU6-1053P	4	6	9	6	0	4
AC108477.1	0	1	0	0	0	0
STOX2	1711	1775	2153	3289	3524	3970
AC074194.1	18	5	23	14	26	56
AC074194.2	17	14	12	4	12	14
AC107222.1	0	1	1	3	2	3
ENPP6	224	183	89	40	15	6
AC079080.1	0	0	0	0	0	0
RN7SL28P	0	0	0	0	0	0
MYL12BP2	7	8	2	6	3	8
LINC02363	4	8	6	5	3	4
LINC02362	2	5	6	1	1	4
IRF2	779	685	783	316	314	216
RF00152	0	0	0	0	0	0
AC099343.2	13	9	8	7	18	11
AC099343.3	68	83	72	20	12	16
LINC02427	25	16	14	15	30	24
AC099343.1	0	0	0	0	0	0
LINC02365	0	0	2	1	7	2
CASP3	1830	2124	2299	2312	2786	2509
PRIMPOL	349	388	370	217	237	180
CENPU	82	218	187	42	46	41
ACSL1	626	692	847	1060	1145	1499
SLED1	0	0	0	0	0	0
AC084871.1	0	0	1	0	0	0
MIR3945HG	0	1	0	1	1	1
MIR3945	0	0	0	0	0	0
LINC01093	0	0	0	0	0	0
AC084871.2	0	0	0	0	0	0
MIR4455	0	0	0	0	0	0
AC112243.1	0	0	0	0	0	3
LINC02437	2	3	1	0	0	0
HELT	0	0	0	0	0	0
LINC02436	0	0	0	0	0	0
AC093824.1	0	0	0	0	0	0
SLC25A4	2248	2288	3264	4133	4988	5478
CFAP97	3300	3205	3248	2480	2530	2729
SNX25	1547	1383	1737	1033	986	1026
LRP2BP	958	1016	1050	419	271	193
AC112722.1	13	21	17	5	4	4
ANKRD37	85	98	154	61	72	46
UFSP2	1207	1289	1277	752	866	788
C4orf47	318	201	245	136	57	39
CCDC110	100	95	103	72	76	88
AC106897.1	2	6	9	5	17	20
PDLIM3	948	918	890	561	392	284
SORBS2	2274	2483	2726	2352	2874	2311
AC093797.1	21	27	35	43	31	16
AC108472.1	28	12	22	6	3	4
AC104805.1	0	0	2	0	0	2
AC096659.1	0	0	0	2	4	0
RNU4-64P	0	0	0	0	0	0
TLR3	25	7	11	0	1	0
FAM149A	115	150	234	332	463	588
RPSAP70	3	1	0	8	9	15
ORAOV1P1	0	1	1	2	2	0
FLJ38576	18	14	23	25	26	37
CYP4V2	1821	1616	1415	1007	670	359
KLKB1	56	57	50	55	31	9
F11	3	5	0	6	1	1
F11-AS1	1	1	3	8	2	1
SLC25A5P6	1	0	0	0	0	1
AC018709.1	0	0	0	0	0	0
RNU6-1055P	0	0	0	0	0	0
MTNR1A	4	7	9	40	10	19
FAT1	21434	17758	17049	6343	3463	2015
AC108865.1	36	24	37	13	8	12
AC108865.2	7	8	12	6	2	3
MRPS36P2	0	0	0	1	0	0
AC110772.1	0	0	0	1	0	0
AC108474.1	0	0	0	0	0	0
LINC02374	0	0	0	0	0	1
AC097652.1	8	8	1	5	3	23
LINC02514	0	0	0	0	0	0
LINC02515	0	0	0	0	0	0
AC093763.2	0	0	0	0	0	0
AC093763.1	0	0	0	0	1	0
LINC02492	0	0	2	0	1	0
AC097521.1	0	0	0	0	0	0
ADAM20P3	0	0	0	0	0	0
AC108073.1	0	4	0	33	36	28
ZFP42	0	0	0	0	0	1
TRIML2	1	0	0	2	0	4
AC108073.2	0	0	0	0	0	0
RNU6-173P	0	0	0	0	0	0
TRIML1	0	0	0	0	0	0
AC138781.1	0	0	0	0	0	0
LINC02434	0	0	0	0	0	0
AC093789.1	3	11	2	6	3	7
ICE2P1	27	40	28	6	9	9
LINC01060	0	1	1	1	0	1
AC093909.3	0	0	1	0	0	0
AC093909.5	0	0	0	0	0	0
RNU7-192P	0	0	0	0	0	0
AC093909.1	265	269	297	303	308	397
AC093909.6	230	263	276	260	303	263
AC093909.2	0	0	0	0	0	0
LINC02508	0	0	0	0	0	0
AC093909.4	0	0	0	0	0	0
AC122138.1	0	0	0	0	0	0
AC107391.1	0	0	0	0	0	0
AC105924.1	0	1	0	0	0	0
HSP90AA4P	410	377	490	576	601	649
LINC01262	0	1	0	0	0	0
AF250324.1	0	2	1	0	0	0
RNU1-51P	0	1	0	0	0	0
FRG1-DT	21	25	18	20	20	19
LINC01596	0	0	1	0	1	0
FRG1	419	499	597	763	839	791
MLLT10P2	0	0	0	0	0	0
AF146191.1	0	0	0	1	0	1
TUBB7P	2	2	6	13	5	5
RNA5SP174	0	0	0	0	0	0
RNA5SP175	0	0	0	0	0	0
DUX4L9	0	0	2	2	0	0
FRG2	0	0	0	0	0	0
RARRES2P4	2	2	5	1	1	3
AGGF1P1	74	60	66	68	65	61
CLUHP4	0	1	0	1	4	2
DBET	0	0	0	0	1	0
U85056.1	0	0	0	0	0	0
DUX4L8	0	0	0	0	0	0
DUX4L7	0	0	0	0	0	0
DUX4L6	0	0	0	0	0	1
DUX4L5	0	0	0	0	0	0
DUX4L4	0	0	0	0	0	0
DUX4L1	0	0	0	0	0	0
DUX4L3	0	0	0	0	0	0
DUX4L2	0	0	0	0	0	0
DUX4	1	3	3	1	0	1
RPL23AP84	27	32	47	60	73	79
AC215524.1	0	0	0	0	0	0
AC113430.1	0	0	0	0	0	0
PLEKHG4B	499	501	481	306	255	291
LRRC14B	0	1	0	0	1	0
AC021087.4	1	0	0	0	0	0
CCDC127	1059	941	1253	1379	1579	1451
AC021087.3	65	76	95	172	253	184
SDHA	2051	2007	2608	2678	2995	3375
AC021087.1	13	13	12	1	1	5
PDCD6	2108	2335	2404	1298	1299	1426
AC021087.2	45	41	37	26	26	25
AHRR	682	403	481	356	274	254
AC010442.1	0	0	0	0	1	0
AC010442.2	2	0	3	0	0	0
EXOC3-AS1	133	164	160	131	210	197
EXOC3	1384	1416	1463	941	1061	1208
PP7080	2	2	2	3	2	1
SLC9A3	233	167	232	44	32	34
SLC9A3-AS1	1516	1335	1312	645	540	451
AC106772.2	0	5	4	0	0	0
MIR4456	0	0	0	0	0	0
AC106772.1	3	4	2	3	6	4
CEP72	127	138	144	128	125	141
TPPP	4033	3447	3378	3145	3117	3160
AC026740.1	13	7	9	8	2	7
ZDHHC11B	1022	968	811	545	369	337
BRD9P2	22	22	26	20	24	28
AC026740.2	14	7	17	14	17	16
ZDHHC11	699	627	660	344	256	168
SPCS2P3	2	2	2	4	0	2
BRD9	1286	1256	1350	927	1073	1108
TRIP13	419	470	512	171	237	204
AC122719.1	1	0	5	0	0	0
AC122719.2	1	0	1	0	0	1
AC116351.1	113	87	97	59	39	82
AC116351.2	22	36	27	9	8	8
NKD2	1244	926	967	382	298	362
SLC12A7	2587	1948	2699	1147	975	1416
MIR4635	41	43	33	1	2	4
CTD-3080P12.3	0	0	0	0	0	0
SLC6A19	0	0	0	0	0	0
SLC6A18	0	0	0	0	0	1
TERT	0	0	0	0	1	0
MIR4457	0	0	0	0	0	0
CLPTM1L	2173	2196	2593	1678	1970	2053
LINC01511	0	0	0	1	0	0
MTCO2P32	0	0	0	0	0	0
AC026748.1	0	3	4	6	9	9
SLC6A3	1	2	0	1	0	1
LPCAT1	4788	4717	5662	4990	5186	6042
MIR6075	0	0	0	0	0	0
AC091849.2	2	0	2	7	0	1
SDHAP3	179	201	206	91	121	95
AC026412.3	14	12	17	10	14	6
AC091849.1	32	33	42	43	41	41
AC026412.1	287	263	378	347	374	416
AC026412.2	116	100	108	45	66	70
MIR4277	0	0	0	0	0	0
AC112176.1	0	0	0	0	0	1
MRPL36	333	374	423	355	412	432
NDUFS6	889	1035	1045	906	1154	1171
AC025183.2	0	0	0	0	0	0
LINC02116	0	0	0	0	0	0
AC025183.3	1	0	1	0	0	0
IRX4	2	0	6	4	1	1
AC025183.1	0	0	0	1	0	0
CTD-2194D22.4	0	0	0	0	0	0
AC126768.2	1	2	0	0	0	1
AC126768.1	0	0	1	0	0	0
AC126768.3	0	0	0	0	0	0
AC092266.1	0	0	0	0	0	0
LSINCT5	2	2	3	0	0	0
AC091891.1	0	0	0	0	0	0
IRX2	224	301	434	319	409	334
C5orf38	89	127	184	103	108	125
AC116359.1	18	16	14	7	13	9
AC094105.1	0	0	0	0	0	0
AC112192.1	0	0	0	0	0	0
LINC01377	0	0	0	0	0	1
LINC01019	1	1	0	0	1	0
LINC02162	0	0	0	0	0	0
LINC01017	0	0	0	0	0	0
IRX1	187	226	292	93	94	100
AC016595.1	0	0	0	0	0	0
AC025773.1	0	0	0	0	0	0
AC025187.1	0	0	0	0	0	1
LINC02063	0	0	0	0	0	0
AC106799.3	38	38	28	4	4	0
AC106799.2	6	6	5	0	1	1
AC106799.1	4	5	10	1	1	1
AC010634.1	0	0	0	0	0	1
LINC02114	0	0	0	0	0	0
AC026719.1	0	0	0	0	0	0
AC026719.2	0	0	0	0	0	0
AC026415.1	0	0	0	0	0	0
AC010451.3	0	0	0	0	0	0
AC010451.1	0	0	0	0	0	0
LINC01020	0	0	0	0	0	0
AC010451.2	0	0	0	0	0	0
LINC02121	0	0	0	0	0	0
RN7SKP73	0	0	0	0	0	0
AC022424.1	22	16	19	7	7	1
ADAMTS16	732	589	561	124	77	14
AC022424.2	0	0	0	0	0	0
ALG3P1	0	0	0	0	1	0
MTCO1P30	0	0	0	0	0	0
MTCO2P30	0	2	0	0	0	0
MTCO1P31	0	0	1	0	0	0
ICE1	2690	2431	2797	2135	2640	2678
AC010266.2	1	2	1	5	4	4
AC010266.1	0	0	0	0	0	0
AC026797.1	0	0	0	0	0	0
HMGB3P3	0	0	0	2	1	1
LINC02145	5	3	6	8	6	4
MED10	829	941	976	1334	1662	1617
UBE2QL1	468	693	1603	4538	4594	3925
AC027334.1	0	0	0	0	0	0
LINC01018	26	35	84	189	159	77
NSUN2	1560	1512	1465	1283	1450	1372
SRD5A1	1542	1611	2409	5366	6141	6402
LINC02102	32	16	14	3	3	5
TENT4A	943	1020	946	1238	1380	1268
LINC02236	2	3	4	4	12	4
AC122710.2	0	0	0	2	0	4
MIR4278	0	0	0	0	0	0
LINC02196	0	1	0	1	0	2
RN7SKP79	0	0	0	0	0	0
AC122710.1	0	0	0	0	1	1
RNA5SP176	0	0	0	0	0	0
AC091951.4	0	0	0	0	0	0
AC091951.2	0	0	0	0	0	0
AC091951.3	2	4	2	8	16	14
AC091951.1	0	0	0	5	1	4
AC027343.3	0	0	0	0	0	0
LINC02123	0	0	0	1	0	0
AC027343.1	0	0	0	0	0	0
AC027343.2	0	0	0	0	0	0
LINC02142	0	0	0	0	0	0
ADCY2	7792	6643	6137	2687	2001	3160
AC093305.1	0	1	0	0	0	0
C5orf49	1116	1270	984	229	140	152
MTRR	747	804	779	524	528	450
FASTKD3	352	395	392	291	288	304
AC025174.1	1	0	0	0	0	0
RNU1-76P	0	0	0	0	0	0
AC091941.1	0	0	0	0	1	0
AC091912.2	0	0	0	0	0	0
AC091912.1	0	0	0	0	0	0
LINC02226	0	2	2	1	1	0
AC091965.1	11	6	13	0	2	0
AC091965.3	0	0	0	0	0	0
AC091965.4	15	10	14	5	0	2
MIR4458HG	391	423	568	165	259	116
AC091965.2	0	0	0	0	0	2
AC091965.5	3	3	12	1	6	2
MIR4458	0	0	0	0	0	0
AC027328.1	0	0	0	0	0	0
AC091953.2	0	0	0	0	0	0
AC091953.4	0	0	0	0	0	0
MTND6P2	0	0	0	0	0	0
MTCYBP37	0	0	0	0	0	0
AC091953.1	0	0	0	0	0	0
AC091953.5	0	0	0	0	0	0
AC091953.3	0	0	0	0	0	0
AC091932.4	0	0	0	0	0	0
AC091932.2	0	0	1	0	0	0
AC091932.1	0	0	0	2	0	1
AC091932.3	0	0	0	0	0	0
LINC02199	0	0	0	1	1	2
AC091895.1	0	0	0	0	0	0
AC021088.1	0	0	1	0	1	0
SEMA5A	365	440	382	1060	741	470
MIR4636	0	0	0	0	0	0
AC091906.1	0	0	0	0	0	0
AC027335.2	0	0	0	0	0	0
SEMA5A-AS1	0	0	0	1	1	0
AC027335.1	0	0	0	0	0	0
SNHG18	37	48	38	30	15	5
SNORD123	1	0	2	0	0	0
AC026787.1	0	0	0	2	0	0
TAS2R1	0	1	0	3	0	1
LINC02112	2	0	0	0	2	2
RNA5SP177	0	0	0	0	0	0
LINC02221	0	0	0	0	0	0
AC091905.2	1	0	0	0	0	0
AC091905.3	0	0	1	0	0	0
AC091905.1	0	0	0	0	0	0
AC091905.4	0	0	1	0	0	0
AC034229.1	1	0	0	0	0	0
AC034229.6	1	0	0	0	2	0
AC034229.5	1	0	0	0	0	0
AC034229.2	0	0	0	0	0	0
AC034229.3	0	0	0	0	0	0
AC034229.4	5	2	5	10	9	4
FAM173B	479	566	473	252	267	211
AC012640.1	1	0	0	1	0	0
CCT5	5690	5676	6500	5539	7099	7275
AC012640.4	10	5	7	7	0	0
AC012640.3	2	3	1	2	1	0
CMBL	2240	1961	1771	579	434	268
AC012640.5	17	13	8	5	7	5
AC012640.2	35	61	39	61	37	47
MARCH6	17403	16661	15656	13453	13585	10588
ROPN1L-AS1	0	1	0	0	0	0
ROPN1L	78	73	90	17	28	29
MIR6131	0	0	0	0	0	0
LINC01513	0	0	5	0	1	1
RPL30P7	3	4	2	3	3	0
AC092336.1	0	0	0	0	0	0
LINC02212	2	0	0	0	0	0
LINC02213	2	1	2	0	0	0
AC112200.2	0	0	1	0	2	0
AC112200.1	0	0	0	0	0	0
ANKRD33B	8	7	11	6	1	1
ANKRD33B-AS1	0	0	0	0	0	0
AC106760.1	0	0	0	0	0	0
AC106760.2	140	128	142	56	52	68
AC012629.4	0	0	0	0	0	0
AC012629.3	0	0	0	0	0	0
DAP	4098	4279	4475	1544	1039	684
AC012629.2	0	0	1	5	0	0
AC012629.1	0	0	0	0	1	0
CTNND2	506	868	2062	4266	4316	5927
RNU6-429P	0	0	0	0	0	0
RNU6-679P	0	0	0	0	0	0
AC106771.1	0	0	0	0	0	0
LINC01194	0	0	0	0	0	0
AC106794.2	0	0	0	0	0	0
AC106794.1	0	0	0	0	0	0
LINC02220	0	0	0	0	0	0
AC016553.1	0	0	0	0	0	0
RPS23P5	0	0	0	0	0	0
NENFP3	0	0	0	0	0	0
AC016546.1	0	0	0	0	0	0
DNAH5	258	299	332	83	63	53
AC016576.1	0	1	0	0	0	0
TRIO	4226	4397	7261	9248	9781	11314
OTULINL	185	146	201	660	605	538
AC010627.1	1	1	2	7	5	3
CCT6P2	259	266	300	329	397	404
EEF1A1P13	328	317	344	191	158	169
AC010491.1	20	19	22	35	22	17
OTULIN	787	722	847	590	672	529
ANKH	915	738	974	1284	1337	787
RBBP4P1	635	675	730	389	423	454
MIR4637	0	0	0	0	0	0
AC016575.1	2	0	1	5	2	0
UQCRBP3	1	0	0	0	0	0
HNRNPKP5	2	0	0	1	0	1
SEPHS2P1	0	0	0	0	0	0
AC016651.1	0	0	0	0	0	0
LINC02149	0	0	0	0	0	0
MARK2P5	0	0	0	0	0	0
AC114964.1	9	12	26	22	18	20
FBXL7	3164	3069	2946	725	396	174
CTD-2350J17.1	0	0	1	0	0	0
MIR887	0	0	0	0	0	0
RNA5SP178	0	0	0	0	0	0
MARCH11	41	43	96	218	128	139
AC016650.1	1	0	0	0	2	0
AC092335.1	10	6	14	31	29	32
NACAP6	0	0	0	0	0	0
LINC02150	3	3	2	2	1	5
AC020980.1	0	0	0	4	0	0
ZNF622	646	765	908	1103	1428	1499
RETREG1	1428	1420	1603	2161	2449	2794
AC022113.1	0	1	5	3	10	6
AC022113.2	1	1	1	3	2	2
MYO10	1278	957	851	380	212	128
RNA5SP179	0	0	0	0	0	0
RPS26P28	2	0	1	2	3	1
RNU6-660P	0	0	0	0	0	0
BASP1	8148	9286	14035	22606	28927	31507
AC026790.1	2	3	7	11	6	7
BASP1-AS1	53	38	85	106	151	174
RNA5SP180	1	1	0	1	0	0
DCAF13P2	0	0	3	2	0	0
RNU6-1003P	0	0	0	0	0	0
AC026785.1	0	0	0	0	0	0
RN7SKP133	0	0	0	0	0	0
FTH1P10	4174	3509	4144	5191	5036	4271
AC026785.2	0	0	0	0	0	0
AC026785.3	0	0	0	0	1	0
LINC02111	1	1	0	1	0	1
LINC02217	0	0	0	1	2	1
LINC02218	0	0	0	0	0	0
AC106774.4	0	0	0	0	0	0
AC106774.3	0	0	0	0	0	0
TAF11L2	0	0	0	0	0	0
AC106774.1	0	0	0	0	0	0
AC106774.2	0	0	0	0	0	1
TAF11L3	0	0	0	0	0	0
TAF11L4	0	0	0	0	0	0
TAF11L5	0	0	0	0	0	0
TAF11L6	0	0	0	0	0	0
TAF11L7	0	0	0	0	0	0
AC233724.7	0	0	0	0	0	0
TAF11L8	0	0	0	0	0	0
TAF11L9	0	0	0	0	0	0
TAF11L10	0	0	0	0	0	0
AC233724.3	0	0	0	0	0	0
AC233724.6	0	0	0	0	0	0
TAF11L11	0	1	0	2	0	0
TAF11L12	0	0	0	0	0	0
AC233724.11	0	0	0	0	0	0
AC233724.8	0	0	0	0	0	0
AC233724.9	0	0	0	0	0	0
TAF11L13	0	0	0	0	0	0
TAF11L14	0	0	0	0	0	0
AC233724.4	0	0	0	0	0	0
AC233724.1	0	0	0	0	0	0
AC233724.5	0	0	0	0	0	0
AC233724.2	0	0	0	0	0	0
H3.Y	0	0	0	0	0	0
AC233724.12	0	0	0	0	0	0
AC233724.10	0	0	0	0	0	0
LINC02223	4	2	15	34	37	42
RPL36AP21	26	26	47	25	43	36
RN7SL58P	0	0	0	0	0	0
LINC02100	0	0	0	0	0	0
UBE2V1P12	0	0	0	0	0	0
AC025768.1	0	0	0	0	0	0
AC114981.1	0	0	0	0	0	0
AC106744.1	0	0	0	0	0	0
AC106744.2	0	0	0	0	0	0
RPL32P14	0	0	0	0	0	0
HSPD1P15	0	0	0	0	0	0
CDH18	730	552	642	828	677	646
AC093303.1	0	0	0	0	0	0
AC094103.1	1	4	5	4	4	3
CDH18-AS1	1	3	0	0	0	0
LINC02241	0	0	0	0	0	0
LINC02146	0	0	0	0	0	0
AC138938.1	0	0	0	0	0	0
AC140172.1	0	0	0	0	0	0
AC093274.1	6	7	9	10	9	7
GUSBP1	294	353	364	691	951	1057
AC138951.1	1	3	2	1	1	3
AC138951.2	3	1	1	0	0	0
AC091946.2	4	4	0	8	9	4
AC091946.1	0	2	0	0	2	0
CDH12	12	27	80	117	93	130
HSPD1P1	2736	2793	3100	2184	2666	2662
AC139497.1	0	0	0	0	0	0
PMCHL1	0	0	0	0	0	0
GCNT1P2	0	0	1	0	0	0
AC010445.1	0	0	0	0	0	0
AC010460.2	0	0	0	0	0	0
AC010460.3	54	54	41	29	16	38
AC010460.1	0	0	0	0	0	0
PRDM9	1	0	0	0	0	0
AC109445.1	0	0	0	0	0	0
AC108103.1	0	0	0	0	0	0
C5orf17	4	4	2	0	0	0
AC026784.1	2	1	2	0	0	1
AC010342.1	388	364	452	231	251	291
AC010387.1	0	0	0	0	0	0
CDH10	1004	873	1360	1224	1790	1842
AC091885.2	0	0	2	6	26	10
AC091885.1	0	0	0	0	0	0
AC091893.1	0	1	0	0	0	0
BTG4P1	0	0	0	0	0	0
RF00070	0	0	0	0	0	0
LINC02239	0	0	0	0	0	0
AC106821.1	0	0	0	0	0	0
LINC02228	3	0	1	0	2	1
LINC02211	74	60	90	56	66	55
AC099499.2	0	0	0	0	0	0
AC099499.1	0	0	0	0	0	0
AC106754.1	4	0	0	0	0	0
AC106754.2	0	0	1	0	0	0
AC022140.1	1	0	4	0	0	0
AC022140.2	0	2	0	0	0	0
RNU6-374P	0	1	0	0	0	0
AC022418.1	0	0	0	0	0	0
MSNP1	579	545	608	360	436	437
RNU4-43P	0	0	0	0	0	0
AC025475.1	1	0	0	0	1	0
AC113347.1	0	0	0	0	0	0
AC113347.2	0	0	0	0	0	0
AC113347.3	0	0	1	0	1	0
AC113347.4	0	0	0	0	0	0
CCNB3P1	0	0	0	0	0	0
CDH9	6	9	5	169	109	100
RNU6-738P	0	0	0	0	0	0
AC113355.1	0	0	0	0	0	0
PURPL	120	104	155	393	283	259
AC093300.1	0	0	0	0	0	0
LINC02103	0	0	0	0	0	0
RNU6-909P	0	0	0	0	0	0
AC008825.1	0	0	0	0	0	0
AC008825.2	0	0	0	0	0	0
AC010385.2	0	0	0	0	0	0
LSP1P3	0	0	0	0	0	0
AC010385.1	8	10	12	4	9	9
AC010385.3	0	0	0	0	0	0
SUCLG2P4	0	0	0	0	0	0
AC024589.1	0	0	0	0	0	0
AC024589.2	0	0	0	0	0	0
LINC02109	3	4	8	0	0	0
LINC02064	0	0	0	0	0	0
AC027345.1	0	0	0	0	0	0
UBL5P1	0	0	0	0	0	0
AC108082.1	0	0	0	0	0	0
AC010374.2	2	2	0	1	1	2
AC010374.1	0	0	0	0	0	1
RN7SKP207	0	0	0	0	0	0
AC018765.1	0	0	0	0	0	0
HPRT1P2	0	0	0	0	0	0
AC114300.1	0	0	0	1	0	3
RPL19P11	1	2	1	1	0	1
AC026421.1	0	0	0	0	0	0
AC113386.1	0	0	0	0	0	0
CDH6	2587	2892	4043	2966	3663	859
DUX4L51	0	0	0	0	0	0
DROSHA	2036	2246	2513	2060	2234	1960
C5orf22	1258	1375	1452	1451	1800	1771
AC022417.1	27	29	34	62	95	47
RNU6-363P	0	0	0	0	0	0
PDZD2	106	73	111	267	239	222
AC022447.2	0	0	0	0	0	0
AC022447.4	1	1	0	0	1	0
AC022447.5	0	0	0	0	0	0
AC022447.3	0	0	0	0	0	0
AC022447.1	0	0	0	0	0	0
AC022447.7	0	0	0	0	0	0
AC022447.6	0	0	0	0	0	0
RNU6-358P	0	0	0	0	0	0
AC010469.1	5	3	5	1	3	2
RNU6-760P	0	0	0	0	0	0
AC010469.2	0	0	0	1	1	1
RPL5P14	0	3	0	0	1	1
TPT1P5	101	652	89	64	57	58
AC025458.1	7	5	5	1	7	3
MIR4279	0	0	0	0	0	0
AC025178.1	4	7	3	1	3	3
GOLPH3	5065	5043	4656	3061	3295	2694
AC025181.2	79	101	128	56	77	48
AC025181.1	0	0	1	1	1	0
MTMR12	753	770	750	561	528	465
RNU6-1079P	1	1	0	0	0	0
RNU6-378P	0	0	0	0	0	1
ZFR	6708	6562	7316	6207	7179	6942
MIR579	0	2	0	0	0	0
AC074134.1	90	70	118	101	138	135
SUB1	7382	7822	7606	6371	6657	6375
LINC02061	0	0	0	0	0	0
NPR3	69	44	47	125	54	86
AC025459.1	2	2	2	1	0	0
AC010343.3	0	2	0	0	1	0
LINC02120	0	0	0	0	0	0
AC034223.1	0	0	0	0	0	0
AC034223.2	0	0	0	0	0	1
AC010343.2	0	0	0	0	1	0
AC010343.1	2577	2581	2548	1624	1858	1909
LINC02160	0	1	0	0	0	0
AC034231.1	32	25	28	10	20	16
TARS	3720	3455	3775	3654	4586	4608
AC034232.1	54	51	66	56	61	93
AC034232.2	0	0	0	0	0	0
ADAMTS12	2678	2517	2099	412	124	19
RNU6-923P	0	0	0	0	0	0
RXFP3	1	3	0	2	3	2
SLC45A2	6	10	8	18	23	7
AC139783.2	5	2	3	6	0	3
AMACR	53	90	80	86	117	112
C1QTNF3-AMACR	0	1	0	3	2	1
AC139783.1	1	0	2	0	0	1
C1QTNF3	391	301	183	303	180	48
AC139792.2	0	1	0	4	1	2
AC139792.3	0	1	0	0	0	0
AC139792.1	0	0	0	0	1	0
AC138409.2	66	74	68	86	75	51
AC138409.1	2	6	2	1	2	1
AC138853.1	0	0	0	0	0	0
AC025754.2	2	7	4	11	13	4
RAI14	6285	5426	5557	2372	2269	1000
AC025754.1	0	0	0	0	1	0
AC026801.2	60	76	60	78	58	53
TTC23L	120	165	148	67	55	49
AC026801.1	0	3	1	3	1	1
RPL21P54	7	11	11	4	2	5
RAD1	804	938	1014	952	968	1224
BRIX1	533	569	626	595	812	751
DNAJC21	1439	1413	1637	1329	1555	1644
AGXT2	0	0	0	1	0	0
PRLR	89	58	109	121	141	97
AC010368.1	0	0	2	0	0	1
SPEF2	1660	1567	1412	721	672	646
RNU7-130P	0	0	0	0	0	0
AC137810.1	0	1	0	1	0	0
IL7R	0	1	0	9	6	14
AC112204.3	1	0	1	1	0	0
AC112204.1	2	0	0	1	0	0
CAPSL	17	19	16	28	10	5
AC112204.2	0	0	0	0	0	0
UGT3A1	0	0	0	0	0	0
UGT3A2	3	7	7	36	15	23
AC016612.1	0	0	0	0	0	0
LMBRD2	1541	1650	1822	2056	2683	2811
MIR580	1	0	0	0	0	0
SKP2	638	768	724	290	276	214
RNU6-1305P	0	0	0	0	0	0
NADK2	2513	2827	2068	1222	1142	751
NADK2-AS1	30	23	20	16	4	6
RANBP3L	28	21	17	16	9	6
RNA5SP181	0	0	0	0	0	0
AC010631.1	0	0	0	0	0	0
SLC1A3	7147	7090	4404	727	242	26
AC008957.2	1	0	2	0	0	0
AC008957.1	13	6	8	2	0	1
AC008957.3	89	104	50	9	1	1
AC026741.1	15	17	15	49	38	32
NIPBL-DT	1785	1977	2027	1858	1797	2030
NIPBL	4117	3976	4059	2534	2672	2447
KRT18P31	1	0	9	1	2	1
RPS4XP6	405	438	413	303	276	233
CPLANE1	3343	3146	3167	1850	1699	1788
C8orf59P2	1	0	0	0	0	0
OFD1P17	55	64	57	29	39	48
RN7SL37P	0	0	0	2	1	0
AC025449.1	21	24	23	16	30	24
NUP155	951	1150	1213	1012	1233	1232
RNU7-75P	0	0	0	3	0	0
AC117532.1	0	0	1	1	0	1
WDR70	632	672	780	713	740	756
KCTD9P5	1	5	10	3	4	9
RNU6-1190P	0	0	0	0	0	0
RNU6-484P	0	0	1	1	0	0
