Sample_ID	Mutant.309.R1.drna.DVBt.DVB.S7.R1.001	Mutant.309.R2.drna.DVBt.DVB.S8.R1.001	Mutant.309.R3.drna.DVBt.DVB.S9.R1.001	WT.39.R1.drna.DVBt.DVB.S13.R1.001	WT.39.R2.drna.DVBt.DVB.S14.R1.001	WT.39.R3.drna.DVBt.DVB.S15.R1.001	GBA.KTI6.1.dRNA.DVBt.DVB.S10.R1.001.bam	GBA.KTI6.2.dRNA.DVBt.DVB.S11.R1.001.bam	GBA.KTI6.3.dRNA.DVBt.DVB.S12.R1.001.bam	WT.56.1.dRNA.DVBt.DVB.S13.R1.001.bam	WT.56.2.dRNA.DVBt.DVB.S14.R1.001.bam	WT.56.3.dRNA.DVBt.DVB.S15.R1.001.bam
RAB9B	544.0	671.0	890.0	1381.0	1806.0	1943.0	1214.0	1278.0	1086.0	1809.0	1951.0	1983.0
RAB9BP1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
RABAC1	320.0	371.0	421.0	327.0	411.0	419.0	422.0	472.0	341.0	382.0	475.0	507.0
RABEP1	4030.0	4215.0	5001.0	6028.0	6741.0	8512.0	2905.0	2799.0	2420.0	3147.0	2856.0	4490.0
RABEP2	192.0	189.0	235.0	163.0	183.0	195.0	229.0	230.0	174.0	226.0	196.0	237.0
RABEPK	381.0	442.0	566.0	550.0	658.0	687.0	460.0	501.0	450.0	475.0	521.0	679.0
RABEPKP1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RABGAP1	4335.0	3853.0	4447.0	3637.0	3831.0	3659.0	3769.0	3308.0	2674.0	3369.0	2629.0	3366.0
RABGAP1L	2235.0	2066.0	2334.0	3677.0	4115.0	4887.0	3005.0	2815.0	1913.0	2616.0	2202.0	2474.0
RABGAP1L-IT1	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RABGEF1	59.0	78.0	65.0	35.0	35.0	44.0	68.0	53.0	45.0	40.0	38.0	53.0
RABGGTA	349.0	390.0	518.0	658.0	748.0	812.0	457.0	497.0	438.0	517.0	541.0	598.0
RABGGTB	1864.0	1968.0	1992.0	2463.0	2848.0	2121.0	1643.0	1530.0	1301.0	1792.0	2126.0	2032.0
RABIF	540.0	543.0	647.0	867.0	1132.0	1082.0	673.0	602.0	586.0	655.0	808.0	864.0
RABL2A	2076.0	2046.0	2165.0	1350.0	1216.0	1447.0	1299.0	1037.0	1347.0	1292.0	840.0	853.0
RABL2B	751.0	816.0	928.0	651.0	667.0	751.0	563.0	490.0	605.0	553.0	476.0	560.0
RABL3	726.0	850.0	749.0	345.0	285.0	365.0	773.0	654.0	505.0	380.0	320.0	420.0
RABL6	1926.0	1832.0	2240.0	1341.0	1497.0	1532.0	1520.0	1376.0	1294.0	1737.0	1487.0	1576.0
RAC1	6273.0	6082.0	6748.0	6380.0	7983.0	6605.0	5474.0	5176.0	4656.0	5161.0	5711.0	5991.0
RAC1P1	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	2.0	1.0
RAC1P2	1145.0	1152.0	1339.0	1169.0	1343.0	1296.0	695.0	719.0	594.0	833.0	780.0	922.0
RAC1P3	0.0	2.0	1.0	1.0	2.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0
RAC1P4	5.0	1.0	3.0	3.0	4.0	4.0	1.0	1.0	2.0	2.0	3.0	4.0
RAC1P5	0.0	4.0	2.0	0.0	2.0	4.0	0.0	3.0	1.0	5.0	1.0	2.0
RAC1P6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RAC1P7	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
RAC1P8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RAC1P9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RAC2	0.0	0.0	0.0	6.0	2.0	3.0	2.0	1.0	0.0	1.0	9.0	0.0
RAC3	601.0	780.0	1322.0	2395.0	3293.0	3704.0	938.0	1121.0	999.0	1824.0	2119.0	2343.0
RACGAP1	365.0	661.0	722.0	647.0	729.0	866.0	410.0	413.0	412.0	487.0	516.0	735.0
RACGAP1P	8.0	18.0	16.0	19.0	21.0	13.0	9.0	12.0	4.0	10.0	8.0	19.0
RACK1	14692.0	13891.0	15341.0	11936.0	13046.0	11882.0	12932.0	12994.0	10994.0	13662.0	12407.0	12472.0
RAD1	804.0	938.0	1014.0	952.0	968.0	1224.0	772.0	723.0	695.0	839.0	682.0	813.0
RAD17	1753.0	1802.0	1669.0	1437.0	1603.0	1344.0	1581.0	1176.0	1170.0	1227.0	1228.0	1331.0
RAD17P1	12.0	21.0	14.0	12.0	9.0	13.0	24.0	16.0	18.0	15.0	13.0	21.0
RAD17P2	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0
RAD18	157.0	194.0	259.0	204.0	227.0	271.0	221.0	211.0	177.0	194.0	191.0	243.0
RAD1P1	2.0	5.0	1.0	4.0	3.0	11.0	2.0	5.0	2.0	10.0	5.0	8.0
RAD1P2	3.0	0.0	5.0	0.0	2.0	4.0	1.0	0.0	1.0	3.0	0.0	0.0
RAD21	9068.0	9523.0	9948.0	8289.0	8001.0	7247.0	9341.0	8015.0	6509.0	8724.0	6334.0	7290.0
RAD21-AS1	10.0	5.0	4.0	12.0	14.0	12.0	8.0	7.0	9.0	8.0	2.0	7.0
RAD21L1	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	1.0	0.0
RAD23A	1266.0	1309.0	1627.0	1228.0	1359.0	1252.0	1299.0	1229.0	967.0	1489.0	1242.0	1343.0
RAD23B	7373.0	7530.0	8020.0	6388.0	7203.0	7205.0	6059.0	5582.0	4808.0	5876.0	5228.0	6124.0
RAD23BP1	65.0	77.0	107.0	65.0	82.0	87.0	95.0	88.0	63.0	98.0	89.0	99.0
RAD23BP2	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
RAD23BP3	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
RAD50	48.0	55.0	82.0	46.0	59.0	65.0	124.0	111.0	75.0	111.0	80.0	92.0
RAD51	5.0	4.0	0.0	1.0	1.0	0.0	18.0	30.0	24.0	13.0	23.0	86.0
RAD51-AS1	266.0	214.0	218.0	210.0	166.0	120.0	212.0	119.0	187.0	287.0	128.0	121.0
RAD51AP1	63.0	158.0	108.0	15.0	26.0	20.0	55.0	59.0	55.0	43.0	42.0	128.0
RAD51AP1P1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
RAD51AP2	4.0	1.0	6.0	50.0	43.0	16.0	4.0	3.0	5.0	15.0	7.0	9.0
RAD51B	93.0	104.0	97.0	47.0	49.0	38.0	78.0	60.0	55.0	75.0	51.0	62.0
RAD51C	364.0	354.0	431.0	300.0	333.0	335.0	272.0	239.0	221.0	281.0	301.0	440.0
RAD51D	279.0	346.0	396.0	397.0	471.0	397.0	290.0	308.0	262.0	354.0	474.0	508.0
RAD52	431.0	368.0	397.0	391.0	273.0	239.0	333.0	270.0	306.0	370.0	197.0	229.0
RAD54B	40.0	34.0	40.0	59.0	58.0	57.0	14.0	18.0	16.0	23.0	28.0	33.0
RAD54L	9.0	54.0	43.0	18.0	11.0	14.0	11.0	9.0	17.0	12.0	16.0	56.0
RAD54L2	1233.0	1208.0	1393.0	1401.0	1662.0	1731.0	1081.0	1100.0	860.0	1628.0	1417.0	1489.0
RAD9A	314.0	328.0	352.0	283.0	209.0	208.0	282.0	291.0	319.0	298.0	234.0	171.0
RAD9B	17.0	10.0	9.0	9.0	16.0	11.0	17.0	14.0	14.0	16.0	4.0	5.0
RADIL	122.0	114.0	266.0	342.0	437.0	534.0	200.0	190.0	141.0	352.0	352.0	306.0
RADX	181.0	234.0	333.0	791.0	517.0	518.0	891.0	659.0	534.0	429.0	303.0	338.0
RAE1	1070.0	1150.0	1236.0	1278.0	1462.0	1488.0	932.0	944.0	825.0	1056.0	923.0	988.0
RAET1E	1.0	2.0	4.0	0.0	0.0	0.0	0.0	1.0	2.0	1.0	0.0	0.0
RAET1E-AS1	22.0	22.0	36.0	12.0	10.0	7.0	10.0	13.0	10.0	11.0	21.0	20.0
RAET1G	17.0	18.0	20.0	4.0	11.0	6.0	13.0	7.0	9.0	19.0	9.0	20.0
RAET1K	41.0	33.0	35.0	28.0	19.0	17.0	21.0	29.0	15.0	38.0	32.0	25.0
RAET1L	1.0	2.0	3.0	5.0	7.0	5.0	4.0	8.0	11.0	7.0	6.0	6.0
RAET1M	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
RAF1	2267.0	2576.0	2976.0	2381.0	2738.0	2928.0	2360.0	2166.0	1824.0	2448.0	2218.0	2047.0
RAF1P1	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
RAG1	28.0	18.0	26.0	56.0	84.0	61.0	36.0	29.0	26.0	54.0	52.0	38.0
RAG2	0.0	2.0	2.0	3.0	4.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
RAI1	2044.0	1697.0	2437.0	1771.0	2163.0	2628.0	1720.0	1782.0	1287.0	2667.0	2413.0	2754.0
RAI1-AS1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RAI14	6285.0	5426.0	5557.0	2372.0	2269.0	1000.0	6193.0	4784.0	4174.0	2554.0	2300.0	2952.0
RAI2	220.0	180.0	220.0	391.0	454.0	442.0	290.0	271.0	235.0	349.0	322.0	286.0
RALA	2109.0	2409.0	2626.0	4675.0	6363.0	6258.0	2325.0	2301.0	2029.0	3126.0	3281.0	3318.0
RALB	769.0	931.0	1122.0	1473.0	2060.0	1931.0	756.0	797.0	767.0	1075.0	1202.0	1402.0
RALBP1	1599.0	1631.0	1790.0	1386.0	1700.0	1675.0	1697.0	1475.0	1334.0	1433.0	1448.0	1772.0
RALGAPA1	1801.0	1717.0	2019.0	1623.0	1654.0	1798.0	1940.0	1442.0	1251.0	1392.0	1098.0	1409.0
RALGAPA1P1	2965.0	2756.0	3434.0	2290.0	2427.0	3203.0	2961.0	2472.0	1901.0	2570.0	1755.0	2290.0
RALGAPA2	2869.0	2440.0	2467.0	1198.0	1338.0	1181.0	2372.0	1876.0	1812.0	2003.0	1909.0	2233.0
RALGAPB	3618.0	3493.0	3847.0	4223.0	4834.0	4616.0	3404.0	2926.0	2612.0	3514.0	3270.0	3695.0
RALGDS	387.0	349.0	503.0	1133.0	1069.0	1017.0	379.0	392.0	415.0	885.0	789.0	733.0
RALGPS1	2677.0	2721.0	3279.0	3067.0	2800.0	3209.0	2453.0	2247.0	2066.0	2975.0	1843.0	2079.0
RALGPS2	6899.0	7252.0	6223.0	3117.0	2757.0	2468.0	6499.0	5235.0	4333.0	4364.0	2302.0	3345.0
RALY	1812.0	2011.0	2276.0	2494.0	2825.0	2931.0	1865.0	1767.0	1477.0	2110.0	2123.0	2234.0
RALY-AS1	58.0	68.0	77.0	149.0	96.0	80.0	65.0	62.0	48.0	94.0	75.0	94.0
RALYL	287.0	392.0	636.0	822.0	853.0	580.0	370.0	413.0	328.0	616.0	449.0	474.0
RAMAC	528.0	689.0	728.0	632.0	958.0	963.0	605.0	630.0	532.0	648.0	697.0	727.0
RAMACL	381.0	395.0	460.0	468.0	502.0	488.0	247.0	222.0	193.0	248.0	256.0	255.0
RAMP1	182.0	286.0	221.0	263.0	130.0	199.0	199.0	215.0	152.0	127.0	305.0	638.0
RAMP2	74.0	102.0	148.0	405.0	397.0	297.0	79.0	118.0	68.0	216.0	260.0	272.0
RAMP2-AS1	77.0	72.0	112.0	205.0	172.0	213.0	113.0	120.0	99.0	285.0	192.0	243.0
RAMP3	6.0	9.0	4.0	18.0	7.0	0.0	41.0	51.0	45.0	47.0	120.0	102.0
RAN	5544.0	5986.0	6282.0	6221.0	8041.0	7977.0	4924.0	4898.0	4484.0	4781.0	5795.0	6797.0
RANBP1	1600.0	1882.0	2092.0	1687.0	2079.0	2016.0	1027.0	1065.0	1055.0	1157.0	1208.0	1526.0
RANBP10	852.0	923.0	920.0	520.0	486.0	402.0	561.0	574.0	515.0	572.0	439.0	574.0
RANBP17	213.0	278.0	284.0	526.0	528.0	437.0	194.0	219.0	211.0	482.0	366.0	398.0
RANBP2	11706.0	10705.0	11549.0	7125.0	8117.0	7308.0	9530.0	8100.0	6894.0	6789.0	5919.0	6798.0
RANBP20P	19.0	24.0	15.0	20.0	19.0	33.0	16.0	11.0	12.0	18.0	14.0	16.0
RANBP3	1499.0	1550.0	1798.0	1133.0	1217.0	1356.0	1473.0	1358.0	1241.0	1195.0	1053.0	1147.0
RANBP3L	28.0	21.0	17.0	16.0	9.0	6.0	132.0	92.0	70.0	51.0	38.0	48.0
RANBP6	2566.0	2672.0	3157.0	3575.0	4754.0	4286.0	2571.0	2478.0	2088.0	2584.0	2996.0	3097.0
RANBP9	3023.0	2903.0	3285.0	3395.0	3928.0	3423.0	2033.0	2031.0	1652.0	2258.0	2164.0	2278.0
RANGAP1	1517.0	1930.0	2677.0	2731.0	3241.0	3863.0	1988.0	2196.0	2142.0	2877.0	3031.0	3548.0
RANGRF	18.0	19.0	35.0	40.0	29.0	28.0	23.0	29.0	27.0	26.0	48.0	54.0
RANP1	1162.0	1173.0	1472.0	1219.0	1590.0	1494.0	652.0	738.0	616.0	650.0	798.0	927.0
RANP2	4.0	1.0	3.0	0.0	2.0	1.0	0.0	1.0	1.0	1.0	2.0	0.0
RANP3	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
RANP4	108.0	95.0	98.0	41.0	49.0	24.0	71.0	51.0	68.0	69.0	27.0	24.0
RANP5	1.0	0.0	2.0	3.0	4.0	1.0	2.0	0.0	2.0	0.0	1.0	3.0
RANP6	51.0	73.0	67.0	43.0	61.0	71.0	55.0	41.0	48.0	57.0	68.0	79.0
RANP7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RANP8	3.0	1.0	1.0	1.0	1.0	1.0	0.0	3.0	0.0	3.0	0.0	1.0
RANP9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RAP1A	2007.0	1879.0	1923.0	1801.0	1856.0	1807.0	1671.0	1473.0	1256.0	1295.0	1363.0	1528.0
RAP1AP	30.0	14.0	26.0	15.0	13.0	19.0	19.0	12.0	8.0	14.0	7.0	21.0
RAP1B	5297.0	5262.0	5321.0	3582.0	3838.0	3179.0	3784.0	3374.0	2969.0	2432.0	2837.0	3437.0
RAP1BP1	12.0	10.0	15.0	2.0	2.0	1.0	10.0	11.0	8.0	7.0	6.0	1.0
RAP1BP2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RAP1BP3	14.0	19.0	20.0	7.0	11.0	12.0	21.0	30.0	16.0	20.0	21.0	22.0
RAP1GAP	560.0	623.0	1232.0	1972.0	2197.0	3504.0	791.0	1033.0	908.0	1723.0	1746.0	1466.0
RAP1GAP2	346.0	446.0	672.0	1161.0	1226.0	1483.0	479.0	597.0	472.0	1247.0	1557.0	1637.0
RAP1GDS1	1603.0	1796.0	2640.0	5173.0	7229.0	8353.0	1827.0	1906.0	1795.0	2580.0	3368.0	3865.0
RAP2A	2411.0	2949.0	2895.0	3102.0	3613.0	4310.0	2905.0	2765.0	2663.0	2304.0	2106.0	3025.0
RAP2B	318.0	365.0	334.0	388.0	356.0	254.0	332.0	327.0	329.0	364.0	403.0	617.0
RAP2C	1126.0	1128.0	1086.0	1530.0	1527.0	1553.0	2072.0	1687.0	1473.0	2160.0	2062.0	2385.0
RAP2C-AS1	215.0	212.0	227.0	161.0	149.0	136.0	429.0	448.0	297.0	315.0	276.0	331.0
RAP2CP1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
RAPGEF1	4362.0	4297.0	4865.0	3767.0	3749.0	4838.0	4802.0	4346.0	3408.0	3531.0	3246.0	4186.0
RAPGEF2	2711.0	2479.0	2754.0	2566.0	2492.0	2893.0	2704.0	2188.0	1918.0	3088.0	2490.0	3136.0
RAPGEF3	21.0	21.0	36.0	108.0	137.0	148.0	55.0	36.0	41.0	153.0	132.0	85.0
RAPGEF4	250.0	266.0	469.0	855.0	726.0	891.0	234.0	283.0	296.0	624.0	759.0	586.0
RAPGEF4-AS1	4.0	7.0	8.0	15.0	12.0	22.0	4.0	7.0	4.0	11.0	11.0	10.0
RAPGEF5	139.0	135.0	205.0	945.0	1485.0	1577.0	251.0	264.0	263.0	881.0	985.0	916.0
RAPGEF6	315.0	408.0	438.0	1376.0	1780.0	744.0	303.0	325.0	340.0	1101.0	1174.0	754.0
RAPGEFL1	444.0	499.0	587.0	839.0	810.0	810.0	269.0	317.0	357.0	649.0	498.0	391.0
RAPH1	220.0	167.0	309.0	368.0	569.0	758.0	332.0	306.0	216.0	661.0	450.0	660.0
RAPSN	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0
RARA	1347.0	1324.0	1305.0	714.0	492.0	369.0	1490.0	1637.0	1399.0	963.0	1123.0	1333.0
RARA-AS1	64.0	54.0	71.0	26.0	43.0	56.0	113.0	104.0	145.0	59.0	46.0	68.0
RARB	40.0	47.0	43.0	75.0	82.0	75.0	66.0	39.0	24.0	66.0	50.0	35.0
RARG	272.0	236.0	303.0	150.0	120.0	40.0	313.0	226.0	263.0	173.0	270.0	205.0
RARRES1	9.0	12.0	13.0	34.0	44.0	10.0	20.0	13.0	11.0	22.0	49.0	40.0
RARRES2	46.0	38.0	23.0	88.0	80.0	113.0	27.0	17.0	27.0	69.0	87.0	54.0
RARRES2P1	5.0	5.0	6.0	7.0	13.0	19.0	6.0	7.0	2.0	12.0	5.0	8.0
RARRES2P10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RARRES2P11	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RARRES2P2	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0
RARRES2P3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RARRES2P4	2.0	2.0	5.0	1.0	1.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0
RARRES2P5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RARRES2P6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RARRES2P7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RARRES2P8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RARRES2P9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RARS2	2224.0	2312.0	2441.0	2184.0	2281.0	2303.0	1697.0	1633.0	1465.0	1728.0	1637.0	1640.0
RASA1	2577.0	2648.0	2512.0	1673.0	1683.0	1626.0	2280.0	1867.0	1708.0	1732.0	1279.0	1470.0
RASA2	1380.0	1495.0	1412.0	1538.0	1831.0	964.0	987.0	776.0	857.0	1242.0	1104.0	960.0
RASA2-IT1	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0
RASA3	1034.0	959.0	1010.0	728.0	597.0	631.0	811.0	672.0	596.0	1200.0	953.0	969.0
RASA3-IT1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	3.0	2.0	1.0
RASA4	150.0	177.0	171.0	219.0	180.0	138.0	254.0	276.0	208.0	306.0	246.0	219.0
RASA4B	41.0	55.0	53.0	62.0	67.0	63.0	1133.0	1086.0	732.0	1081.0	642.0	675.0
RASA4CP	147.0	170.0	166.0	315.0	268.0	264.0	154.0	149.0	135.0	205.0	184.0	143.0
RASA4DP	210.0	236.0	261.0	351.0	251.0	315.0	204.0	192.0	156.0	210.0	171.0	148.0
RASAL1	1.0	1.0	1.0	7.0	2.0	3.0	4.0	5.0	5.0	11.0	10.0	10.0
RASAL2	1316.0	1356.0	1609.0	2444.0	2871.0	2958.0	1701.0	1445.0	1429.0	2599.0	2050.0	1892.0
RASAL2-AS1	20.0	22.0	31.0	33.0	53.0	91.0	25.0	25.0	21.0	31.0	32.0	52.0
RASAL3	5.0	4.0	5.0	4.0	3.0	2.0	11.0	11.0	5.0	7.0	8.0	3.0
RASD1	469.0	482.0	499.0	333.0	226.0	353.0	267.0	256.0	366.0	407.0	299.0	707.0
RASD2	21.0	36.0	103.0	228.0	177.0	222.0	20.0	19.0	22.0	258.0	83.0	40.0
RASEF	12.0	16.0	22.0	38.0	24.0	16.0	13.0	8.0	10.0	14.0	21.0	16.0
RASGEF1A	82.0	104.0	148.0	161.0	129.0	70.0	44.0	62.0	59.0	138.0	186.0	160.0
RASGEF1B	222.0	307.0	587.0	1077.0	1254.0	1769.0	270.0	275.0	205.0	401.0	353.0	355.0
RASGEF1C	41.0	90.0	218.0	374.0	471.0	635.0	89.0	138.0	125.0	165.0	235.0	210.0
RASGRF1	25.0	23.0	57.0	328.0	117.0	118.0	39.0	60.0	43.0	367.0	186.0	130.0
RASGRF2	1441.0	1698.0	2105.0	553.0	247.0	139.0	2507.0	1759.0	1363.0	503.0	344.0	567.0
RASGRF2-AS1	8.0	24.0	13.0	5.0	1.0	0.0	10.0	16.0	16.0	9.0	2.0	13.0
RASGRP1	37.0	23.0	26.0	52.0	61.0	43.0	24.0	24.0	18.0	38.0	48.0	54.0
RASGRP2	58.0	51.0	178.0	542.0	482.0	571.0	66.0	54.0	84.0	266.0	265.0	206.0
RASGRP3	21.0	22.0	14.0	41.0	34.0	54.0	9.0	9.0	7.0	20.0	10.0	22.0
RASGRP4	2.0	0.0	0.0	0.0	1.0	1.0	1.0	3.0	1.0	8.0	2.0	1.0
RASIP1	5.0	3.0	13.0	17.0	45.0	31.0	16.0	19.0	9.0	33.0	54.0	30.0
RASL10A	25.0	32.0	35.0	52.0	71.0	95.0	11.0	14.0	14.0	25.0	32.0	32.0
RASL10B	579.0	748.0	1150.0	1398.0	1714.0	1935.0	1105.0	1121.0	927.0	1352.0	1487.0	1788.0
RASL11A	9.0	14.0	20.0	32.0	28.0	22.0	10.0	17.0	8.0	23.0	38.0	29.0
RASL11B	214.0	143.0	125.0	83.0	131.0	151.0	0.0	2.0	2.0	4.0	5.0	21.0
RASL12	15.0	10.0	6.0	1.0	3.0	0.0	5.0	3.0	8.0	5.0	10.0	4.0
RASSF1	233.0	312.0	406.0	267.0	406.0	349.0	248.0	237.0	219.0	368.0	361.0	400.0
RASSF1-AS1	1.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0
RASSF10	373.0	348.0	344.0	49.0	29.0	1.0	518.0	400.0	302.0	161.0	101.0	163.0
RASSF2	709.0	724.0	909.0	649.0	994.0	1884.0	636.0	589.0	680.0	950.0	462.0	1149.0
RASSF3	46.0	28.0	25.0	25.0	18.0	11.0	22.0	19.0	15.0	35.0	55.0	79.0
RASSF4	928.0	917.0	928.0	1267.0	957.0	1033.0	757.0	712.0	613.0	1757.0	1543.0	1069.0
